,TS代码,股票代码,股票名称,行业
1218,002772.SZ,002772,众兴菌业,种植业
1219,002773.SZ,002773,康弘药业,化学制药
1220,002774.SZ,002774,快意电梯,运输设备
1221,002775.SZ,002775,文科园林,建筑施工
1222,002776.SZ,002776,柏堡龙,服饰
1223,002777.SZ,002777,久远银海,软件服务
1224,002778.SZ,002778,高科石化,石油加工
1225,002779.SZ,002779,中坚科技,农用机械
1226,002780.SZ,002780,三夫户外,其他商业
1227,002781.SZ,002781,奇信股份,装修装饰
1228,002782.SZ,002782,可立克,电气设备
1229,002783.SZ,002783,凯龙股份,化工原料
1230,002785.SZ,002785,万里石,其他建材
1231,002786.SZ,002786,银宝山新,专用机械
1232,002787.SZ,002787,华源控股,广告包装
1233,002788.SZ,002788,鹭燕医药,医药商业
1234,002789.SZ,002789,建艺集团,装修装饰
1235,002790.SZ,002790,瑞尔特,家居用品
1236,002791.SZ,002791,坚朗五金,其他建材
1237,002792.SZ,002792,通宇通讯,通信设备
1238,002793.SZ,002793,东音股份,专用机械
1239,002795.SZ,002795,永和智控,机械基件
1240,002796.SZ,002796,世嘉科技,专用机械
1241,002797.SZ,002797,第一创业,证券
1242,002798.SZ,002798,帝欧家居,家居用品
1243,002799.SZ,002799,环球印务,广告包装
1244,002800.SZ,002800,天顺股份,仓储物流
1245,002801.SZ,002801,微光股份,电气设备
1246,002802.SZ,002802,洪汇新材,化工原料
1247,002803.SZ,002803,吉宏股份,互联网
1248,002805.SZ,002805,丰元股份,化工原料
1249,002806.SZ,002806,华锋股份,元器件
1250,002807.SZ,002807,江阴银行,银行
1251,002808.SZ,002808,恒久科技,元器件
1252,002809.SZ,002809,红墙股份,化工原料
1253,002810.SZ,002810,山东赫达,化工原料
1254,002811.SZ,002811,亚泰国际,装修装饰
1255,002812.SZ,002812,恩捷股份,广告包装
1256,002813.SZ,002813,路畅科技,汽车配件
1257,002815.SZ,002815,崇达技术,元器件
1258,002816.SZ,002816,和科达,专用机械
1259,002817.SZ,002817,黄山胶囊,化学制药
1260,002818.SZ,002818,富森美,房产服务
1261,002819.SZ,002819,东方中科,电器仪表
1262,002820.SZ,002820,桂发祥,食品
1263,002821.SZ,002821,凯莱英,生物制药
1264,002822.SZ,002822,中装建设,装修装饰
1265,002823.SZ,002823,凯中精密,机械基件
1266,002824.SZ,002824,和胜股份,铝
1267,002825.SZ,002825,纳尔股份,化工原料
1268,002826.SZ,002826,易明医药,中成药
1269,002827.SZ,002827,高争民爆,化工原料
1270,002828.SZ,002828,贝肯能源,石油开采
1271,002829.SZ,002829,星网宇达,通信设备
1272,002830.SZ,002830,名雕股份,装修装饰
1273,002831.SZ,002831,裕同科技,广告包装
1274,002832.SZ,002832,比音勒芬,服饰
1275,002833.SZ,002833,弘亚数控,专用机械
1276,002835.SZ,002835,同为股份,元器件
1277,002836.SZ,002836,新宏泽,广告包装
1278,002837.SZ,002837,英维克,专用机械
1279,002838.SZ,002838,道恩股份,塑料
1280,002839.SZ,002839,张家港行,银行
1281,002840.SZ,002840,华统股份,食品
1282,002841.SZ,002841,视源股份,元器件
1283,002842.SZ,002842,翔鹭钨业,小金属
1284,002843.SZ,002843,泰嘉股份,钢加工
1285,002845.SZ,002845,同兴达,元器件
1286,002846.SZ,002846,英联股份,广告包装
1287,002847.SZ,002847,盐津铺子,食品
1288,002848.SZ,002848,高斯贝尔,通信设备
1289,002849.SZ,002849,威星智能,电器仪表
1290,002850.SZ,002850,科达利,机械基件
1291,002851.SZ,002851,麦格米特,电气设备
1292,002852.SZ,002852,道道全,食品
1293,002853.SZ,002853,皮阿诺,家居用品
1294,002855.SZ,002855,捷荣技术,塑料
1295,002856.SZ,002856,美芝股份,装修装饰
1296,002857.SZ,002857,三晖电气,电器仪表
1297,002858.SZ,002858,力盛赛车,文教休闲
1298,002859.SZ,002859,洁美科技,元器件
1299,002860.SZ,002860,星帅尔,电气设备
1300,002861.SZ,002861,瀛通通讯,通信设备
1301,002862.SZ,002862,实丰文化,文教休闲
1302,002863.SZ,002863,今飞凯达,汽车配件
1303,002864.SZ,002864,盘龙药业,中成药
1304,002865.SZ,002865,钧达股份,汽车配件
1305,002866.SZ,002866,传艺科技,电脑设备
1306,002867.SZ,002867,周大生,服饰
1307,002868.SZ,002868,绿康生化,农业综合
1308,002869.SZ,002869,金溢科技,通信设备
1309,002870.SZ,002870,香山股份,电器仪表
1310,002871.SZ,002871,伟隆股份,机械基件
1311,002872.SZ,002872,*ST天圣,化学制药
1312,002873.SZ,002873,新天药业,中成药
1313,002875.SZ,002875,安奈儿,服饰
1314,002876.SZ,002876,三利谱,元器件
1315,002877.SZ,002877,智能自控,电器仪表
1316,002878.SZ,002878,元隆雅图,文教休闲
1317,002879.SZ,002879,长缆科技,电气设备
1318,002880.SZ,002880,卫光生物,生物制药
1319,002881.SZ,002881,美格智能,通信设备
1320,002882.SZ,002882,金龙羽,电气设备
1321,002883.SZ,002883,中设股份,建筑施工
1322,002884.SZ,002884,凌霄泵业,专用机械
1323,002885.SZ,002885,京泉华,元器件
1324,002886.SZ,002886,沃特股份,塑料
1325,002887.SZ,002887,绿茵生态,环境保护
1326,002888.SZ,002888,惠威科技,元器件
1327,002889.SZ,002889,东方嘉盛,仓储物流
1328,002890.SZ,002890,弘宇股份,农用机械
1329,002891.SZ,002891,中宠股份,饲料
1330,002892.SZ,002892,科力尔,电气设备
1331,002893.SZ,002893,华通热力,供气供热
1332,002895.SZ,002895,川恒股份,化工原料
1333,002896.SZ,002896,中大力德,机械基件
1334,002897.SZ,002897,意华股份,元器件
1335,002898.SZ,002898,赛隆药业,化学制药
1336,002899.SZ,002899,英派斯,文教休闲
1337,002900.SZ,002900,哈三联,化学制药
1338,002901.SZ,002901,大博医疗,医疗保健
1339,002902.SZ,002902,铭普光磁,元器件
1340,002903.SZ,002903,宇环数控,机床制造
1341,002905.SZ,002905,金逸影视,影视音像
1342,002906.SZ,002906,华阳集团,汽车配件
1343,002907.SZ,002907,华森制药,化学制药
1344,002908.SZ,002908,德生科技,元器件
1345,002909.SZ,002909,集泰股份,化工原料
1346,002910.SZ,002910,庄园牧场,乳制品
1347,002911.SZ,002911,佛燃股份,供气供热
1348,002912.SZ,002912,中新赛克,软件服务
1349,002913.SZ,002913,奥士康,元器件
1350,002915.SZ,002915,中欣氟材,化工原料
1351,002916.SZ,002916,深南电路,元器件
1352,002917.SZ,002917,金奥博,化工原料
1353,002918.SZ,002918,蒙娜丽莎,其他建材
1354,002919.SZ,002919,名臣健康,日用化工
1355,002920.SZ,002920,德赛西威,汽车配件
1356,002921.SZ,002921,联诚精密,汽车配件
1357,002922.SZ,002922,伊戈尔,电气设备
1358,002923.SZ,002923,润都股份,化学制药
1359,002925.SZ,002925,盈趣科技,元器件
1360,002926.SZ,002926,华西证券,证券
1361,002927.SZ,002927,泰永长征,电气设备
1362,002928.SZ,002928,华夏航空,空运
1363,002929.SZ,002929,润建股份,通信设备
1364,002930.SZ,002930,宏川智慧,仓储物流
1365,002931.SZ,002931,锋龙股份,汽车配件
1366,002932.SZ,002932,明德生物,医疗保健
1367,002933.SZ,002933,新兴装备,航空
1368,002935.SZ,002935,天奥电子,元器件
1369,002936.SZ,002936,郑州银行,银行
1370,002937.SZ,002937,兴瑞科技,元器件
1371,002938.SZ,002938,鹏鼎控股,元器件
1372,002939.SZ,002939,长城证券,证券
1373,002940.SZ,002940,昂利康,化学制药
1374,002941.SZ,002941,新疆交建,建筑施工
1375,002942.SZ,002942,新农股份,农药化肥
1376,002943.SZ,002943,宇晶股份,机床制造
1377,002945.SZ,002945,华林证券,证券
1378,002946.SZ,002946,新乳业,乳制品
1379,002947.SZ,002947,恒铭达,元器件
1380,002948.SZ,002948,青岛银行,银行
1381,002949.SZ,002949,华阳国际,建筑施工
1382,002950.SZ,002950,奥美医疗,医疗保健
1383,002951.SZ,002951,金时科技,广告包装
1384,002952.SZ,002952,亚世光电,元器件
1385,002953.SZ,002953,日丰股份,电气设备
1386,002955.SZ,002955,鸿合科技,电脑设备
1387,002956.SZ,002956,西麦食品,食品
1388,002958.SZ,002958,青农商行,银行
1389,300001.SZ,300001,特锐德,电气设备
1390,300002.SZ,300002,神州泰岳,软件服务
1391,300003.SZ,300003,乐普医疗,医疗保健
1392,300004.SZ,300004,南风股份,电气设备
1393,300005.SZ,300005,探路者,服饰
1394,300006.SZ,300006,莱美药业,化学制药
1395,300007.SZ,300007,汉威科技,电器仪表
1396,300008.SZ,300008,天海防务,船舶
1397,300009.SZ,300009,安科生物,生物制药
1398,300010.SZ,300010,立思辰,软件服务
1399,300011.SZ,300011,鼎汉技术,运输设备
1400,300012.SZ,300012,华测检测,电器仪表
1401,300013.SZ,300013,新宁物流,仓储物流
1402,300014.SZ,300014,亿纬锂能,电气设备
1403,300015.SZ,300015,爱尔眼科,医疗保健
1404,300016.SZ,300016,北陆药业,中成药
1405,300017.SZ,300017,网宿科技,电信运营
1406,300018.SZ,300018,中元股份,电气设备
1407,300019.SZ,300019,硅宝科技,化工原料
1408,300020.SZ,300020,银江股份,软件服务
1409,300021.SZ,300021,大禹节水,农业综合
1410,300022.SZ,300022,吉峰科技,农用机械
1411,300023.SZ,300023,宝德股份,专用机械
1412,300024.SZ,300024,机器人,专用机械
1413,300025.SZ,300025,华星创业,通信设备
1414,300026.SZ,300026,红日药业,中成药
1415,300027.SZ,300027,华谊兄弟,影视音像
1416,300029.SZ,300029,天龙光电,专用机械
1417,300030.SZ,300030,阳普医疗,医疗保健
1418,300031.SZ,300031,宝通科技,互联网
1419,300032.SZ,300032,金龙机电,元器件
1420,300033.SZ,300033,同花顺,软件服务
1421,300034.SZ,300034,钢研高纳,小金属
1422,300035.SZ,300035,中科电气,电气设备
1423,300036.SZ,300036,超图软件,软件服务
1424,300037.SZ,300037,新宙邦,化工原料
1425,300038.SZ,300038,数知科技,互联网
1426,300039.SZ,300039,上海凯宝,中成药
1427,300040.SZ,300040,九洲电气,电气设备
1428,300041.SZ,300041,回天新材,化工原料
1429,300042.SZ,300042,朗科科技,电脑设备
1430,300043.SZ,300043,星辉娱乐,文教休闲
1431,300044.SZ,300044,赛为智能,软件服务
1432,300045.SZ,300045,华力创通,电脑设备
1433,300046.SZ,300046,台基股份,半导体
1434,300047.SZ,300047,天源迪科,软件服务
1435,300048.SZ,300048,合康新能,电气设备
1436,300049.SZ,300049,福瑞股份,医疗保健
1437,300050.SZ,300050,世纪鼎利,软件服务
1438,300051.SZ,300051,三五互联,互联网
1439,300052.SZ,300052,中青宝,互联网
1440,300053.SZ,300053,欧比特,半导体
1441,300054.SZ,300054,鼎龙股份,化工原料
1442,300055.SZ,300055,万邦达,环境保护
1443,300056.SZ,300056,三维丝,环境保护
1444,300057.SZ,300057,万顺新材,广告包装
1445,300058.SZ,300058,蓝色光标,广告包装
1446,300059.SZ,300059,东方财富,证券
1447,300061.SZ,300061,康旗股份,医疗保健
1448,300062.SZ,300062,中能电气,电气设备
1449,300063.SZ,300063,天龙集团,染料涂料
1450,300064.SZ,300064,豫金刚石,矿物制品
1451,300065.SZ,300065,海兰信,软件服务
1452,300066.SZ,300066,三川智慧,电器仪表
1453,300067.SZ,300067,安诺其,染料涂料
1454,300068.SZ,300068,南都电源,电气设备
1455,300069.SZ,300069,金利华电,电气设备
1456,300070.SZ,300070,碧水源,环境保护
1457,300071.SZ,300071,华谊嘉信,广告包装
1458,300072.SZ,300072,三聚环保,环境保护
1459,300073.SZ,300073,当升科技,矿物制品
1460,300074.SZ,300074,华平股份,通信设备
1461,300075.SZ,300075,数字政通,软件服务
1462,300076.SZ,300076,GQY视讯,电脑设备
1463,300077.SZ,300077,国民技术,半导体
1464,300078.SZ,300078,思创医惠,元器件
1465,300079.SZ,300079,数码科技,通信设备
1466,300080.SZ,300080,易成新能,半导体
1467,300081.SZ,300081,恒信东方,文教休闲
1468,300082.SZ,300082,奥克股份,化工原料
1469,300083.SZ,300083,劲胜智能,元器件
1470,300084.SZ,300084,海默科技,石油开采
1471,300085.SZ,300085,银之杰,软件服务
1472,300086.SZ,300086,康芝药业,化学制药
1473,300087.SZ,300087,荃银高科,种植业
1474,300088.SZ,300088,长信科技,元器件
1475,300089.SZ,300089,文化长城,文教休闲
1476,300090.SZ,300090,盛运环保,环境保护
1477,300091.SZ,300091,金通灵,机械基件
1478,300092.SZ,300092,科新机电,专用机械
1479,300093.SZ,300093,金刚玻璃,玻璃
1480,300094.SZ,300094,国联水产,渔业
1481,300095.SZ,300095,华伍股份,机械基件
1482,300096.SZ,300096,易联众,软件服务
1483,300097.SZ,300097,智云股份,电器仪表
1484,300098.SZ,300098,高新兴,通信设备
1485,300099.SZ,300099,精准信息,电器仪表
1486,300100.SZ,300100,双林股份,汽车服务
1487,300101.SZ,300101,振芯科技,通信设备
1488,300102.SZ,300102,乾照光电,半导体
1489,300103.SZ,300103,达刚路机,工程机械
1490,300105.SZ,300105,龙源技术,电器仪表
1491,300106.SZ,300106,西部牧业,农业综合
1492,300107.SZ,300107,建新股份,化工原料
1493,300108.SZ,300108,吉药控股,中成药
1494,300109.SZ,300109,新开源,化工原料
1495,300110.SZ,300110,华仁药业,化学制药
1496,300111.SZ,300111,向日葵,半导体
1497,300112.SZ,300112,万讯自控,电器仪表
1498,300113.SZ,300113,顺网科技,互联网
1499,300114.SZ,300114,中航电测,元器件
1500,300115.SZ,300115,长盈精密,元器件
1501,300116.SZ,300116,坚瑞沃能,电气设备
1502,300117.SZ,300117,嘉寓股份,装修装饰
1503,300118.SZ,300118,东方日升,半导体
1504,300119.SZ,300119,瑞普生物,生物制药
1505,300120.SZ,300120,经纬辉开,电气设备
1506,300121.SZ,300121,阳谷华泰,化工原料
1507,300122.SZ,300122,智飞生物,生物制药
1508,300123.SZ,300123,亚光科技,船舶
1509,300124.SZ,300124,汇川技术,电器仪表
1510,300125.SZ,300125,易世达,电气设备
1511,300126.SZ,300126,锐奇股份,轻工机械
1512,300127.SZ,300127,银河磁体,元器件
1513,300128.SZ,300128,锦富技术,元器件
1514,300129.SZ,300129,泰胜风能,电气设备
1515,300130.SZ,300130,新国都,电脑设备
1516,300131.SZ,300131,英唐智控,元器件
1517,300132.SZ,300132,青松股份,化工原料
1518,300133.SZ,300133,华策影视,影视音像
1519,300134.SZ,300134,大富科技,通信设备
1520,300135.SZ,300135,宝利国际,化工原料
1521,300136.SZ,300136,信维通信,通信设备
1522,300137.SZ,300137,先河环保,环境保护
1523,300138.SZ,300138,晨光生物,食品
1524,300139.SZ,300139,晓程科技,元器件
1525,300140.SZ,300140,中环装备,电气设备
1526,300141.SZ,300141,和顺电气,电气设备
1527,300142.SZ,300142,沃森生物,生物制药
1528,300143.SZ,300143,星普医科,医疗保健
1529,300144.SZ,300144,宋城演艺,旅游景点
1530,300145.SZ,300145,中金环境,专用机械
1531,300146.SZ,300146,汤臣倍健,食品
1532,300147.SZ,300147,香雪制药,中成药
1533,300148.SZ,300148,天舟文化,出版业
1534,300149.SZ,300149,量子生物,生物制药
1535,300150.SZ,300150,世纪瑞尔,软件服务
1536,300151.SZ,300151,昌红科技,机械基件
1537,300152.SZ,300152,科融环境,环境保护
1538,300153.SZ,300153,科泰电源,电气设备
1539,300154.SZ,300154,瑞凌股份,元器件
1540,300155.SZ,300155,安居宝,元器件
1541,300156.SZ,300156,神雾环保,环境保护
1542,300157.SZ,300157,恒泰艾普,石油开采
1543,300158.SZ,300158,振东制药,化学制药
1544,300159.SZ,300159,新研股份,航空
1545,300160.SZ,300160,秀强股份,玻璃
1546,300161.SZ,300161,华中数控,机床制造
1547,300162.SZ,300162,雷曼光电,元器件
1548,300163.SZ,300163,先锋新材,其他建材
1549,300164.SZ,300164,通源石油,石油开采
1550,300165.SZ,300165,天瑞仪器,电器仪表
1551,300166.SZ,300166,东方国信,软件服务
1552,300167.SZ,300167,迪威迅,通信设备
1553,300168.SZ,300168,万达信息,软件服务
1554,300169.SZ,300169,天晟新材,塑料
1555,300170.SZ,300170,汉得信息,软件服务
1556,300171.SZ,300171,东富龙,医疗保健
1557,300172.SZ,300172,中电环保,环境保护
1558,300173.SZ,300173,智慧松德,轻工机械
1559,300174.SZ,300174,元力股份,化工原料
1560,300175.SZ,300175,朗源股份,食品
1561,300176.SZ,300176,派生科技,汽车配件
1562,300177.SZ,300177,中海达,通信设备
1563,300178.SZ,300178,腾邦国际,旅游服务
1564,300179.SZ,300179,四方达,矿物制品
1565,300180.SZ,300180,华峰超纤,化纤
1566,300181.SZ,300181,佐力药业,中成药
1567,300182.SZ,300182,捷成股份,软件服务
1568,300183.SZ,300183,东软载波,软件服务
1569,300184.SZ,300184,力源信息,元器件
1570,300185.SZ,300185,通裕重工,工程机械
1571,300187.SZ,300187,永清环保,环境保护
1572,300188.SZ,300188,美亚柏科,软件服务
1573,300189.SZ,300189,神农科技,种植业
1574,300190.SZ,300190,维尔利,环境保护
1575,300191.SZ,300191,潜能恒信,石油开采
1576,300192.SZ,300192,科斯伍德,文教休闲
1577,300193.SZ,300193,佳士科技,专用机械
1578,300194.SZ,300194,福安药业,化学制药
1579,300195.SZ,300195,长荣股份,轻工机械
1580,300196.SZ,300196,长海股份,玻璃
1581,300197.SZ,300197,铁汉生态,环境保护
1582,300198.SZ,300198,纳川股份,塑料
1583,300199.SZ,300199,翰宇药业,化学制药
1584,300200.SZ,300200,高盟新材,化工原料
1585,300201.SZ,300201,海伦哲,专用机械
1586,300202.SZ,300202,聚龙股份,专用机械
1587,300203.SZ,300203,聚光科技,环境保护
1588,300204.SZ,300204,舒泰神,生物制药
1589,300205.SZ,300205,天喻信息,元器件
1590,300206.SZ,300206,理邦仪器,医疗保健
1591,300207.SZ,300207,欣旺达,元器件
1592,300208.SZ,300208,青岛中程,电气设备
1593,300209.SZ,300209,天泽信息,软件服务
1594,300210.SZ,300210,森远股份,专用机械
1595,300211.SZ,300211,亿通科技,通信设备
1596,300212.SZ,300212,易华录,软件服务
1597,300213.SZ,300213,佳讯飞鸿,通信设备
1598,300214.SZ,300214,日科化学,化工原料
1599,300215.SZ,300215,电科院,电气设备
1600,300217.SZ,300217,东方电热,电器仪表
1601,300218.SZ,300218,安利股份,塑料
1602,300219.SZ,300219,鸿利智汇,元器件
1603,300220.SZ,300220,金运激光,元器件
1604,300221.SZ,300221,银禧科技,塑料
1605,300222.SZ,300222,科大智能,电气设备
1606,300223.SZ,300223,北京君正,半导体
1607,300224.SZ,300224,正海磁材,元器件
1608,300225.SZ,300225,金力泰,染料涂料
1609,300226.SZ,300226,上海钢联,互联网
1610,300227.SZ,300227,光韵达,元器件
1611,300228.SZ,300228,富瑞特装,化工机械
1612,300229.SZ,300229,拓尔思,软件服务
1613,300230.SZ,300230,永利股份,塑料
1614,300231.SZ,300231,银信科技,软件服务
1615,300232.SZ,300232,洲明科技,半导体
1616,300233.SZ,300233,金城医药,化学制药
1617,300234.SZ,300234,开尔新材,陶瓷
1618,300235.SZ,300235,方直科技,软件服务
1619,300236.SZ,300236,上海新阳,半导体
1620,300237.SZ,300237,美晨生态,建筑施工
1621,300238.SZ,300238,冠昊生物,医疗保健
1622,300239.SZ,300239,东宝生物,生物制药
1623,300240.SZ,300240,飞力达,仓储物流
1624,300241.SZ,300241,瑞丰光电,半导体
1625,300242.SZ,300242,佳云科技,互联网
1626,300243.SZ,300243,瑞丰高材,化工原料
1627,300244.SZ,300244,迪安诊断,医疗保健
1628,300245.SZ,300245,天玑科技,软件服务
1629,300246.SZ,300246,宝莱特,医疗保健
1630,300247.SZ,300247,融捷健康,医疗保健
1631,300248.SZ,300248,新开普,软件服务
1632,300249.SZ,300249,依米康,软件服务
1633,300250.SZ,300250,初灵信息,软件服务
1634,300251.SZ,300251,光线传媒,影视音像
1635,300252.SZ,300252,金信诺,通信设备
1636,300253.SZ,300253,卫宁健康,软件服务
1637,300254.SZ,300254,仟源医药,化学制药
1638,300255.SZ,300255,常山药业,生物制药
1639,300256.SZ,300256,星星科技,元器件
1640,300257.SZ,300257,开山股份,机械基件
1641,300258.SZ,300258,精锻科技,汽车配件
1642,300259.SZ,300259,新天科技,电器仪表
1643,300260.SZ,300260,新莱应材,机械基件
1644,300261.SZ,300261,雅本化学,农药化肥
1645,300262.SZ,300262,巴安水务,环境保护
1646,300263.SZ,300263,隆华科技,专用机械
1647,300264.SZ,300264,佳创视讯,通信设备
1648,300265.SZ,300265,通光线缆,电气设备
1649,300266.SZ,300266,兴源环境,环境保护
1650,300267.SZ,300267,尔康制药,化学制药
1651,300268.SZ,300268,佳沃股份,农业综合
1652,300269.SZ,300269,联建光电,半导体
1653,300270.SZ,300270,中威电子,通信设备
1654,300271.SZ,300271,华宇软件,软件服务
1655,300272.SZ,300272,开能健康,环境保护
1656,300273.SZ,300273,和佳股份,医疗保健
1657,300274.SZ,300274,阳光电源,电气设备
1658,300275.SZ,300275,梅安森,软件服务
1659,300276.SZ,300276,三丰智能,专用机械
1660,300277.SZ,300277,海联讯,软件服务
1661,300278.SZ,300278,华昌达,专用机械
1662,300279.SZ,300279,和晶科技,元器件
1663,300280.SZ,300280,紫天科技,专用机械
1664,300281.SZ,300281,金明精机,专用机械
1665,300282.SZ,300282,三盛教育,文教休闲
1666,300283.SZ,300283,温州宏丰,电气设备
1667,300284.SZ,300284,苏交科,建筑施工
1668,300285.SZ,300285,国瓷材料,陶瓷
1669,300286.SZ,300286,安科瑞,电器仪表
1670,300287.SZ,300287,飞利信,软件服务
1671,300288.SZ,300288,朗玛信息,软件服务
1672,300289.SZ,300289,利德曼,生物制药
1673,300290.SZ,300290,荣科科技,软件服务
1674,300291.SZ,300291,华录百纳,影视音像
1675,300292.SZ,300292,吴通控股,软件服务
1676,300293.SZ,300293,蓝英装备,专用机械
1677,300294.SZ,300294,博雅生物,生物制药
1678,300295.SZ,300295,三六五网,互联网
1679,300296.SZ,300296,利亚德,半导体
1680,300297.SZ,300297,蓝盾股份,软件服务
1681,300298.SZ,300298,三诺生物,医疗保健
1682,300299.SZ,300299,富春股份,通信设备
1683,300300.SZ,300300,汉鼎宇佑,软件服务
1684,300301.SZ,300301,长方集团,半导体
1685,300302.SZ,300302,同有科技,软件服务
1686,300303.SZ,300303,聚飞光电,半导体
1687,300304.SZ,300304,云意电气,汽车配件
1688,300305.SZ,300305,裕兴股份,塑料
1689,300306.SZ,300306,远方信息,电器仪表
1690,300307.SZ,300307,慈星股份,纺织机械
1691,300308.SZ,300308,中际旭创,通信设备
1692,300309.SZ,300309,吉艾科技,多元金融
1693,300310.SZ,300310,宜通世纪,通信设备
1694,300311.SZ,300311,任子行,软件服务
1695,300312.SZ,300312,邦讯技术,通信设备
1696,300313.SZ,300313,天山生物,农业综合
1697,300314.SZ,300314,戴维医疗,医疗保健
1698,300315.SZ,300315,掌趣科技,互联网
1699,300316.SZ,300316,晶盛机电,专用机械
1700,300317.SZ,300317,珈伟新能,半导体
1701,300318.SZ,300318,博晖创新,医疗保健
1702,300319.SZ,300319,麦捷科技,元器件
1703,300320.SZ,300320,海达股份,橡胶
1704,300321.SZ,300321,同大股份,塑料
1705,300322.SZ,300322,硕贝德,通信设备
1706,300323.SZ,300323,华灿光电,半导体
1707,300324.SZ,300324,旋极信息,软件服务
1708,300325.SZ,300325,德威新材,塑料
1709,300326.SZ,300326,凯利泰,医疗保健
1710,300327.SZ,300327,中颖电子,半导体
1711,300328.SZ,300328,宜安科技,铝
1712,300329.SZ,300329,海伦钢琴,文教休闲
1713,300330.SZ,300330,华虹计通,软件服务
1714,300331.SZ,300331,苏大维格,元器件
1715,300332.SZ,300332,天壕环境,环境保护
1716,300333.SZ,300333,兆日科技,元器件
1717,300334.SZ,300334,津膜科技,专用机械
1718,300335.SZ,300335,迪森股份,供气供热
1719,300336.SZ,300336,新文化,影视音像
1720,300337.SZ,300337,银邦股份,铝
1721,300338.SZ,300338,开元股份,文教休闲
1722,300339.SZ,300339,润和软件,软件服务
1723,300340.SZ,300340,科恒股份,元器件
1724,300341.SZ,300341,麦克奥迪,电气设备
1725,300342.SZ,300342,天银机电,元器件
1726,300343.SZ,300343,联创股份,互联网
1727,300344.SZ,300344,太空智造,软件服务
1728,300345.SZ,300345,红宇新材,钢加工
1729,300346.SZ,300346,南大光电,元器件
1730,300347.SZ,300347,泰格医药,医疗保健
1731,300348.SZ,300348,长亮科技,软件服务
1732,300349.SZ,300349,金卡智能,软件服务
1733,300350.SZ,300350,华鹏飞,仓储物流
1734,300351.SZ,300351,永贵电器,元器件
1735,300352.SZ,300352,北信源,软件服务
1736,300353.SZ,300353,东土科技,通信设备
1737,300354.SZ,300354,东华测试,电器仪表
1738,300355.SZ,300355,蒙草生态,环境保护
1739,300356.SZ,300356,光一科技,电气设备
1740,300357.SZ,300357,我武生物,生物制药
1741,300358.SZ,300358,楚天科技,医疗保健
1742,300359.SZ,300359,全通教育,文教休闲
1743,300360.SZ,300360,炬华科技,电器仪表
1744,300362.SZ,300362,天翔环境,环境保护
1745,300363.SZ,300363,博腾股份,化学制药
1746,300364.SZ,300364,中文在线,出版业
1747,300365.SZ,300365,恒华科技,软件服务
1748,300366.SZ,300366,创意信息,软件服务
1749,300367.SZ,300367,东方网力,电脑设备
1750,300368.SZ,300368,汇金股份,电脑设备
1751,300369.SZ,300369,绿盟科技,软件服务
1752,300370.SZ,300370,安控科技,电器仪表
1753,300371.SZ,300371,汇中股份,电器仪表
1754,300373.SZ,300373,扬杰科技,半导体
1755,300374.SZ,300374,恒通科技,其他建材
1756,300375.SZ,300375,鹏翎股份,汽车配件
1757,300376.SZ,300376,易事特,电气设备
1758,300377.SZ,300377,赢时胜,软件服务
1759,300378.SZ,300378,鼎捷软件,软件服务
1760,300379.SZ,300379,东方通,软件服务
1761,300380.SZ,300380,安硕信息,软件服务
1762,300381.SZ,300381,溢多利,生物制药
1763,300382.SZ,300382,斯莱克,专用机械
1764,300383.SZ,300383,光环新网,电信运营
1765,300384.SZ,300384,三联虹普,纺织机械
1766,300385.SZ,300385,雪浪环境,环境保护
1767,300386.SZ,300386,飞天诚信,软件服务
1768,300387.SZ,300387,富邦股份,化工原料
1769,300388.SZ,300388,国祯环保,环境保护
1770,300389.SZ,300389,艾比森,半导体
1771,300390.SZ,300390,天华超净,元器件
1772,300391.SZ,300391,康跃科技,机械基件
1773,300392.SZ,300392,腾信股份,互联网
1774,300393.SZ,300393,中来股份,塑料
1775,300394.SZ,300394,天孚通信,通信设备
1776,300395.SZ,300395,菲利华,玻璃
1777,300396.SZ,300396,迪瑞医疗,医疗保健
1778,300397.SZ,300397,天和防务,通信设备
1779,300398.SZ,300398,飞凯材料,染料涂料
1780,300399.SZ,300399,京天利,互联网
1781,300400.SZ,300400,劲拓股份,专用机械
1782,300401.SZ,300401,花园生物,食品
1783,300402.SZ,300402,宝色股份,专用机械
1784,300403.SZ,300403,汉宇集团,家用电器
1785,300404.SZ,300404,博济医药,医疗保健
1786,300405.SZ,300405,科隆股份,化工原料
1787,300406.SZ,300406,九强生物,生物制药
1788,300407.SZ,300407,凯发电气,电气设备
1789,300408.SZ,300408,三环集团,元器件
1790,300409.SZ,300409,道氏技术,陶瓷
1791,300410.SZ,300410,正业科技,电器仪表
1792,300411.SZ,300411,金盾股份,专用机械
1793,300412.SZ,300412,迦南科技,医疗保健
1794,300413.SZ,300413,芒果超媒,影视音像
1795,300414.SZ,300414,中光防雷,元器件
1796,300415.SZ,300415,伊之密,专用机械
1797,300416.SZ,300416,苏试试验,电器仪表
1798,300417.SZ,300417,南华仪器,电器仪表
1799,300418.SZ,300418,昆仑万维,互联网
1800,300419.SZ,300419,浩丰科技,软件服务
1801,300420.SZ,300420,五洋停车,机械基件
1802,300421.SZ,300421,力星股份,机械基件
1803,300422.SZ,300422,博世科,环境保护
1804,300423.SZ,300423,鲁亿通,电气设备
